product_id,product_name,piecepercase,category,price,quantity,unit
4256,MIRINDA ORANGE,24,CAN,30.0,300.0,ml
1697,MIRINDA ORANGE,24,CAN,60.0,330.0,ml
1908,MIRINDA ORANGE,24,PET,20.0,330.0,ml
3121,MIRINDA ORANGE,24,PET,20.0,400.0,ml
4171,MIRINDA ORANGE,24,PET,60.0,475.0,ml
1870,MIRINDA ORANGE,24,PET,60.0,500.0,ml
1889,MIRINDA ORANGE,30,PET,30.0,600.0,ml
2022,MIRINDA LEMON,24,PET,30.0,600.0,ml
2372,MIRINDA APPLE,24,PET,34.0,600.0,ml
3115,MIRINDA ORANGE,24,PET,38.0,750.0,ml
1386,MOUNTAIN DEW,12,PET,65.0,1.25,L
2296,M DEW,12,PET,52.0,1.25,L
1337,MOUNTAIN DEW,12,PET,65.0,1.5,L
3583,MOUNTAIN DEW,24,CAN,20.0,150.0,ml
2212,MOUNTAIN DEW,12,PET,35.0,1.0,L
1397,MOUNTAIN DEW,9,PET,99.0,2.25,L
1009,MOUNTAIN DEW,24,RGP,10.0,200.0,ml
1424,MOUNTAIN DEW,24,CAN,20.0,250.0,ml
1467,MOUNTAIN DEW,24,PET,15.0,250.0,ml
3525,M.DEW GAME FUEL,24,CAN,25.0,250.0,ml
3572,M.DEW,24,CAN,25.0,250.0,ml
2700,MOUNTAIN DEW,9,PET,65.0,2.0,L
1115,MOUNTAIN DEW,24,RGP,25.0,300.0,ml
1942,MOUNTAIN DEW,30,PET,20.0,300.0,ml
4254,MOUNTAIN DEW,24,CAN,30.0,300.0,ml
1698,MOUNTAIN DEW,24,CAN,60.0,330.0,ml
1910,MOUNTAIN DEW,24,PET,20.0,330.0,ml
3122,MOUNTAIN DEW,24,PET,20.0,400.0,ml
1880,MOUNTAIN DEW,24,PET,60.0,500.0,ml
2024,MOUNTAIN DEW,24,PET,30.0,600.0,ml
3116,MOUNTAIN DEW,24,PET,38.0,750.0,ml
4762,7 UP,40,TETRA,10.0,125.0,ml
1085,NIMBOOZ MASALA SODA,24,RGP,10.0,200.0,ml
4977,NIMBOOZ MASALA SODA,24,PET,20.0,250.0,ml
1943,NIMBOOZ MASALA SODA,30,PET,20.0,300.0,ml
4105,NIMBOOZ MASALA SODA,24,PET,20.0,330.0,ml
1875,7 UP,24,PET,25.0,350.0,ml
3221,TROP TWISTER 'NIMBOZ,24,PET,15.0,350.0,ml
2392,NIMBOOZ MASALA SODA,24,PET,32.0,500.0,ml
2325,NIMBOOZ MASALA SODA,24,PET,30.0,600.0,ml
1380,PEPSI COLA,12,PET,65.0,1.25,L
2294,PEPSI,12,PET,52.0,1.25,L
1335,PEPSI COLA,12,PET,65.0,1.5,L
4781,PEPSI BLACK,12,PET,50.0,1.5,L
3582,PEPSI COLA,24,CAN,20.0,150.0,ml
4786,PEPSI BLACK,30,CAN,30.0,180.0,ml
2210,PEPSI COLA,12,PET,35.0,1.0,L
1398,PEPSI COLA,9,PET,99.0,2.25,L
1000,PEPSI COLA,24,RGP,8.0,200.0,ml
1059,PEPSI ATOM,24,RGP,10.0,200.0,ml
1425,PEPSI COLA,24,CAN,20.0,250.0,ml
1452,PEPSI DIET,24,CAN,20.0,250.0,ml
1464,PEPSI COLA,24,PET,15.0,250.0,ml
1468,PEPSI ATOM,24,CAN,15.0,250.0,ml
1978,PEPSI BLACK,24,PET,20.0,250.0,ml
3537,PEPSI BLACK,24,CAN,25.0,250.0,ml
4991,PEPSI,6,CAN,99.0,250.0,ml
1549,PEPSI COLA,30,PET,49.0,295.0,ml
2498,PEPSI COLA,9,PET,65.0,2.0,L
1113,PEPSI COLA,24,RGP,25.0,300.0,ml
1944,PEPSI,30,PET,20.0,300.0,ml
4253,PEPSI COLA,24,CAN,30.0,300.0,ml
4738,PEPSI BLACK,24,CAN,60.0,300.0,ml
1699,PEPSI COLA,24,CAN,60.0,330.0,ml
1911,PEPSI COLA,24,PET,20.0,330.0,ml
7140,PEPSI DIET,24,CAN,60.0,330.0,ml
7142,PEPSI BLACK,24,CAN,60.0,330.0,ml
3119,PEPSI COLA,24,PET,20.0,400.0,ml
4168,PEPSI COLA,24,PET,60.0,475.0,ml
1833,PEPSI ATOM,24,PET,25.0,500.0,ml
1871,PEPSI COLA,24,PET,60.0,500.0,ml
1873,PEPSI DIET,24,PET,60.0,500.0,ml
1994,PEPSI BLACK,24,PET,20.0,500.0,ml
1888,PEPSI COLA,30,PET,30.0,600.0,ml
2012,PEPSI DIET,24,PET,25.0,600.0,ml
4782,PEPSI BLACK,24,PET,30.0,600.0,ml
3113,PEPSI COLA,24,PET,38.0,750.0,ml
4149,STING,24,RGP,15.0,200.0,ml
1886,STING,24,CAN,35.0,250.0,ml
1922,STING,24,PET,30.0,250.0,ml
4785,STING BLUE,30,PET,20.0,250.0,ml
4044,STING,24,PET,30.0,500.0,ml
2618,TEEM SODA,24,RGP,4.5,300.0,ml
1912,TEEM SODA,24,PET,10.0,330.0,ml
4100,TROPICANA FRUTZ MANGO,24,CAN,20.0,350.0,ml
4101,TROPICANA APPLE,24,CAN,20.0,350.0,ml
4102,TROPICANA LITCHI,24,CAN,20.0,350.0,ml
3224,SLICE MANGO,12,PET,55.0,1.2,L
3369,TROPICANA SLICE,12,CAN,62.0,1.2,L
3376,SLICE MANGO,9,PET,85.0,1.75,L
3378,TROPICANA SLICE,9,CAN,85.0,1.75,L
3581,SLICE MANGO,40,TETRA,10.0,125.0,ml
3218,SLICE MANGO,24,TETRA,12.0,200.0,ml
3240,SLICE MANGO,24,RGP,10.0,200.0,ml
3365,TROPICANA SLICE,24,CAN,10.0,200.0,ml
1936,SLICE FIZZY LEMON LIME,24,PET,12.0,250.0,ml
1939,SLICE FIZZY ZEERA SLIC,24,PET,12.0,250.0,ml
1946,SLICE FIZZY CLEARLEMON,24,PET,10.0,250.0,ml
1947,SLICE FIZZY APPLE,24,PET,10.0,250.0,ml
1948,SLICE FIZZY ORANGE,24,PET,10.0,250.0,ml
1949,SLICE FIZZY LEMON&LIME,24,PET,10.0,250.0,ml
1950,SLICE FIZZY CREAMSODA,24,PET,10.0,250.0,ml
1951,SLICE FIZZY GUAVACHILLI,24,PET,10.0,250.0,ml
3283,SLICE MANGO,24,RGP,14.0,250.0,ml
3367,TROPICANA SLICE,24,CAN,14.0,250.0,ml
3494,TROPICANA ORANGE FRUTZ,24,CAN,20.0,250.0,ml
3268,SLICE MANGO,24,PET,20.0,350.0,ml
3495,TROPICANA SLICE,24,CAN,50.0,350.0,ml
3381,TROPICANA SLICE,24,CAN,25.0,400.0,ml
3213,SLICE MANGO,24,PET,25.0,500.0,ml
3293,SLICE MANGO,24,PET,32.0,600.0,ml
3314,SL MANGO BANGANAPALLI,24,PET,32.0,600.0,ml
3338,SL/MANGO,24,PET,33.0,600.0,ml
3366,TROPICANA SLICE,24,CAN,35.0,600.0,ml
8468,TROP PR GUAVA DELIGHT,12,PET,99.0,1000.0,ml
8480,TROP PR GUAVA DEL,12,PET,100.0,1000.0,ml
8483,TROP PR MIXFRUIT DEL,12,PET,100.0,1000.0,ml
8491,TROP PR ORANGE DELIGH,12,PET,80.0,1000.0,ml
8492,TROP PR POMEG DEL,12,PET,80.0,1000.0,ml
8519,TROP PR JUICY APPLE,40,TETRA,10.0,125.0,ml
4136,TROP PR GUAVA,30,TETRA,20.0,180.0,ml
4137,TROP PR MIXED,30,TETRA,20.0,180.0,ml
4138,TROP PR JUICY APPLE,30,TETRA,20.0,180.0,ml
4145,TROP PR LITCHI DLGHT,30,TETRA,20.0,180.0,ml
4151,TROP PR POMEG DLGHT,30,TETRA,20.0,180.0,ml
4152,TROP PR PINAPLE DLHT,30,TETRA,20.0,180.0,ml
4153,TROP PR ORANGE DLGHT,30,TETRA,20.0,180.0,ml
4155,TROP PR MANGO DLGHT,30,TETRA,20.0,180.0,ml
8317,TROP PR ORANGE DELIGHT,30,PET,20.0,180.0,ml
8318,TROP PR POMEGRANATE DEL,30,PET,20.0,180.0,ml
8319,TROP PR APPLE DELIGHT,30,PET,20.0,180.0,ml
8320,TROP PR LITCHI DELIGHT,30,PET,20.0,180.0,ml
8321,TROP PR GUAVA DELIGHT,30,PET,20.0,180.0,ml
8322,TROP PR MIX FRUIT DEL,30,PET,20.0,180.0,ml
8305,TROP PR PINEAPPLE,12,TETRA,100.0,1.0,L
8323,TROP PR CRANBERRY TWIR,12,TETRA,135.0,1.0,L
8400,TROP PG APPLE,12,TETRA,120.0,1.0,L
8402,TROP ESS FR VEG,12,TETRA,149.0,1.0,L
8404,TROP ESS IRON,12,TETRA,149.0,1.0,L
8406,TROP PG GRAPE,12,TETRA,120.0,1.0,L
8407,TROP PG MIXED FRUIT,12,TETRA,120.0,1.0,L
8409,TROP PG ORANGE,12,TETRA,120.0,1.0,L
8411,TROP PR GUAVA,12,TETRA,99.0,1.0,L
8412,TROP PR JUICY APPLE,12,TETRA,99.0,1.0,L
8413,TROPPR JUICY ORANGE,12,TETRA,99.0,1.0,L
8414,TROP PR LYCHEE TWIRL,12,TETRA,99.0,1.0,L
8415,TROP PR MANGO,12,TETRA,99.0,1.0,L
8416,TROP PR MIXED FRUIT,12,TETRA,99.0,1.0,L
8417,TROP PR MOSAMBI,12,TETRA,110.0,1.0,L
8419,TROP PR CRANBERRY TWIRL,12,TETRA,110.0,1.0,L
8421,TROP PR POMEGRANATE,12,TETRA,110.0,1.0,L
8422,TROP PR TOMATO,12,TETRA,99.0,1.0,L
8423,TROP FRUTZ APPLE,12,TETRA,99.0,1.0,L
8424,TROP FRUTZ LYCHEE,12,TETRA,99.0,1.0,L
8433,TROP PR JUICY ORANGE,12,TETRA,99.0,1.0,L
8447,TROP ESS MUVITAMINS,12,TETRA,149.0,1.0,L
8478,TROP PR ORANGE DEL,12,PET,110.0,1.0,L
8479,TROP PR APPLEDELIGHT,12,PET,100.0,1.0,L
8493,TROP PR APPLE DELIGHT,12,PET,80.0,1.0,L
3615,TROP PG MIXED FRUIT,30,TETRA,20.0,200.0,ml
3619,TROP PG APPLE,30,TETRA,20.0,200.0,ml
3621,TROP PG ORANGE,30,TETRA,20.0,200.0,ml
3651,TROP PR POMEGRANATE,30,TETRA,20.0,200.0,ml
3652,TROP PR LYCHEE TWIRL,30,TETRA,20.0,200.0,ml
3653,TROP PR MIXED,30,TETRA,20.0,200.0,ml
3654,TROP PR PINEAPPLE,30,TETRA,20.0,200.0,ml
3655,TROP PR GUAVA,30,TETRA,20.0,200.0,ml
3656,TROP PR JUICY ORANGE,30,TETRA,20.0,200.0,ml
3661,TROP PR JUICY APPLE,30,TETRA,20.0,200.0,ml
3673,TROP PR MANGO,30,TETRA,20.0,200.0,ml
3680,TROP PR ORANGE DELIGHT,24,PET,20.0,200.0,ml
3681,TROP PR GUAVA DELIGHT,24,PET,20.0,200.0,ml
3682,TROPPR LITCHI DELIGHT,24,PET,20.0,200.0,ml
3683,TROP PR POMEGRANATE DELIGHT,24,PET,20.0,200.0,ml
3684,TROP PR APPLE DELIGHT,24,PET,20.0,200.0,ml
3685,TROP PR MIX FRUIT DELIGHT,24,PET,20.0,200.0,ml
3698,TROP PR LITCHI DELIGHT,30,PET,20.0,200.0,ml
3699,TROP PR MIX FRUIT DEL,30,PET,20.0,200.0,ml
8300,TROP PR LY TRL,30,TETRA,20.0,200.0,ml
8309,TROP PR PINAPPL,30,TETRA,20.0,200.0,ml
8316,TROP PR POMEGRANAT DEL,30,PET,20.0,200.0,ml
8403,TROP ESS FR VEG,30,TETRA,30.0,200.0,ml
8405,TROP ESS IRON,30,TETRA,30.0,200.0,ml
8418,TROP PR MOSAMBI,30,TETRA,20.0,200.0,ml
8442,TROP PR MIXED FRUIT,30,TETRA,20.0,200.0,ml
8448,TROP ESS MUVITAMINS,30,TETRA,30.0,200.0,ml
8472,TROP PG MIXED FRUIT,24,PET,30.0,200.0,ml
8473,TROP PG APPLE,24,PET,30.0,200.0,ml
8474,TROP PG ORANGE,24,PET,30.0,200.0,ml
8502,TROP PR POMEGRANATE DEL,30,PET,20.0,200.0,ml
8530,TROPICANA GIFTPACK(,60,CAN,24.83,200.0,ml
3205,TROP TWISTER 'APPLE,24,RGP,12.0,250.0,ml
4267,TROP PR LTCHI DELGHT,30,PET,20.0,250.0,ml
4268,TROP PR POMGRNAT DEL,30,PET,20.0,250.0,ml
8498,TROP PR APPLE DELIGT,24,PET,20.0,250.0,ml
8499,TROP PR MIX FRUT DEL,24,PET,20.0,250.0,ml
8500,TROP PR GUAVA DELIHT,24,PET,20.0,250.0,ml
8551,TROP PR LYCHEE DEL,30,PET,15.0,250.0,ml
3354,TROP MIX FRUIT PET,24,PET,40.0,500.0,ml
3382,TROP SLICE MIXFRUITJUICE,24,PET,35.0,500.0,ml
3686,TROP PR MIX FRUIT DEL,24,PET,40.0,500.0,ml
3687,TROP PR LITCHI DELIGHT,24,PET,40.0,500.0,ml
3688,TROP PR GUAVA DELIGHT,24,PET,40.0,500.0,ml
3689,TROP PR POMEGRANATE DEL,24,PET,40.0,500.0,ml
3691,TROP PR GUAVA DELIGT,24,PET,40.0,500.0,ml
3692,TROP PR APPLE DELIGT,24,PET,40.0,500.0,ml
8307,TROP PR GUAVA DELGT,24,PET,40.0,500.0,ml
8308,TROP PR APPLE DELGT,24,PET,40.0,500.0,ml
8310,TROP PR LICHI DELIT,24,PET,40.0,500.0,ml
3375,TROP SLICE ALPHONSO,24,PET,50.0,600.0,ml
